timestamp_rad,timestamp_odom,radar_id,x_loc,y_loc,yaw_loc,vx_ego,yaw_rate_ego
0.004323,0.0,1.0,1555.030029296875,540.9000244140625,-0.1740093231201172,20.645000457763672,0.009773843921720982
0.044926,0.039986,4.0,1555.8499755859375,540.760009765625,-0.1736602634191513,20.645000457763672,0.00890117883682251
0.064627,0.059975999999999995,3.0,1556.260009765625,540.6900024414062,-0.17348572611808777,20.649999618530273,0.011344640515744686
0.068314,0.07002699999999999,2.0,1556.469970703125,540.6500244140625,-0.17331118881702423,20.649999618530273,0.01012290921062231
0.079772,0.08,1.0,1556.6700439453125,540.6099853515625,-0.1731366664171219,20.649999618530273,0.009599311277270317
0.11903899999999999,0.11998299999999999,4.0,1557.489990234375,540.469970703125,-0.1727875918149948,20.655000686645508,0.006457718089222908
0.14021999999999998,0.139976,3.0,1557.9000244140625,540.4000244140625,-0.17261306941509247,20.655000686645508,0.00663225119933486
0.145249,0.149984,2.0,1558.0999755859375,540.3699951171875,-0.17261306941509247,20.655000686645508,0.00855211354792118
0.156486,0.159986,1.0,1558.300048828125,540.3300170898438,-0.17243853211402893,20.655000686645508,0.0062831854447722435
0.192855,0.189995,4.0,1558.9200439453125,540.219970703125,-0.17243853211402893,20.65999984741211,0.003490658476948738
0.21653,0.21997899999999998,3.0,1559.5400390625,540.1199951171875,-0.1722639948129654,20.65999984741211,0.004188789986073971
0.219919,0.21997899999999998,2.0,1559.5400390625,540.1199951171875,-0.1722639948129654,20.65999984741211,0.004188789986073971
0.23132699999999998,0.229989,1.0,1559.739990234375,540.0800170898438,-0.17208945751190186,20.665000915527344,0.004188789986073971
0.26809,0.26999,4.0,1560.56005859375,539.9400024414062,-0.1719149351119995,20.674999237060547,0.0055850534699857235
0.290379,0.289987,3.0,1560.969970703125,539.8699951171875,-0.17174039781093597,20.670000076293945,0.0036651913542300463
0.295562,0.29997799999999997,2.0,1561.1700439453125,539.8300170898438,-0.17174039781093597,20.670000076293945,0.0036651913542300463
0.30499499999999996,0.309996,1.0,1561.3800048828125,539.7999877929688,-0.17156586050987244,20.68000030517578,0.0045378562062978745
0.34356,0.339978,4.0,1561.989990234375,539.6900024414062,-0.1713913381099701,20.68000030517578,0.00855211354792118
0.365577,0.369983,3.0,1562.6099853515625,539.5800170898438,-0.17104226350784302,20.690000534057617,0.01012290921062231
0.37232899999999997,0.369983,2.0,1562.6099853515625,539.5800170898438,-0.17104226350784302,20.690000534057617,0.01012290921062231
0.379951,0.37998299999999996,1.0,1562.81005859375,539.5499877929688,-0.17104226350784302,20.690000534057617,0.009948376566171646
0.418212,0.41998199999999997,4.0,1563.6300048828125,539.4099731445312,-0.1705186665058136,20.700000762939453,0.010995574295520782
0.44279999999999997,0.43998499999999996,3.0,1564.0400390625,539.3400268554688,-0.17034412920475006,20.704999923706055,0.013613568618893623
